idx,query,text,negative_score,neutral_score,positive_score,compound_score
921,police misconduct,Why do MPs have Investigate themselves? Police are to expected to investigate crimes. Conclusion NOT Guilty sir. WHITEWASH. Dickhead govt.  Whistleblower deeply disappointed by investigation into claims of sexual misconduct in parliament ,0.231,0.71,0.059,-0.7768
922,police misconduct,A police officer was charged with grave misconduct before the Quezon City Peoples Law Enforcement Board (PLEB) the QC Public Information Office (PIO) said on Thursday April .  ,0.155,0.845,0.0,-0.5267
923,police misconduct,Stalking perjury theft among  charges against Emmet County police officerBenjamin Scheevel was charged with  felony and misdemeanor offenses including numerous charges for misconduct in office unauthorized access to police records tax evasion,0.364,0.636,0.0,-0.9169
924,police misconduct,So last night @CPA_Bakes blocked me after I mentioned sexual misconduct in  from a CPS officer.Guess he only promotes PTSD help for those who are police officers.yyc yyccc,0.07,0.762,0.169,0.4588
925,police misconduct,Why is it that whenever you get into a discussion with a Chicago police officer about police misconduct you can guarantee that within  exchanges they will say “you hate cops”? Its as if they feel they shouldnt be criticized on any account.,0.083,0.826,0.092,-0.1506
926,police misconduct,we will will do the rest! And I know this because WE HAVE AND continue rise  succeed. Ask not how government can compensate for the past harms to our ancestors but push it to do its job in its functions (combating police misconduct restoring voting rights protection etc)...,0.041,0.858,0.101,0.4753
927,police misconduct,Aurora police officer fired following misconduct investigation | Local News |  - WspyNews ,0.286,0.714,0.0,-0.5574
928,police misconduct,Cities spend tens of millions of dollars in police misconduct settlements every year. Police accountability requires transparency. Weve gathered police funding data for + jurisdictions so you can track how police departments are spending federal money.  ,0.0,1.0,0.0,0.0
929,police misconduct,Pennsylvania Sexualassault Ex-school Softball Coach Charged with Sexual Assault of -Year-Old Student: Pennsylvania State Police filed sexual misconduct charges against Jane Woodside who worked at a school in Armstrong County. ,0.228,0.772,0.0,-0.7717
930,police misconduct,Same as the Republicans which is why its hilarious every time a brain dead boomer says vote blue in response to police misconduct. Our Democrat president has done nothing but propose giving then MORE money ,0.137,0.815,0.049,-0.5194
931,police misconduct,From @MailOnline- Met Police officer Daniel Francis who killed a -year-old pedestrian after driving through a zebra crossing at three times the limit without blue lights and sirens is dismissed after gross misconduct proven. ,0.202,0.798,0.0,-0.8225
932,police misconduct,Corwallgate Both @NewquayInsp and T/Detective Chief Insp Matthew Bourne @DC_Police stated my complaint would be Recorded  Assessed by the Police (Complaints and Misconduct) Regulations .The PSD decided to use the Police Reform Act   to keep @policeconduct out of it. ,0.055,0.945,0.0,-0.296
933,police misconduct,Police officers who are found guilty of misconduct should be named and shamed according to a commissioner.Hampshires police and crime commissioner Donna Jones recently spoke out against police officers keeping their anonymity after facing ,0.248,0.752,0.0,-0.872
934,police misconduct,Nice one sir this was what i told a friend yesterday when we were discussing about police misconduct. I told him if the NPF starts punishing the DPOs things will being to change ,0.098,0.738,0.164,0.34
935,police misconduct,The UK is as inaundated with nonsensical police are crime fighting heroes rhetoric as the USA. Watching the UK media gloss over multiple incidents of gross police misconduct is disheartening.,0.296,0.622,0.082,-0.8225
936,police misconduct,Disgraceful misconduct by westmidlands police ,0.0,1.0,0.0,0.0
937,police misconduct,A Police Car Hit a Kid on Halloween . The NYPD Is Quashing a Move to Punish the officers engaged in misconduct including hitting one boy with a car pointing a gun at another and wrongly arresting three teens. Then the NYPD intervened.,0.136,0.8,0.064,-0.4767
938,police misconduct,Wasnt she just an innocent paramedic  victim of police misconduct? Hell to the no! Wake up woketards! She was a misguided criminal whose questionable associations led to her tragic death!Bad company corrupts good morals!st Cor.: ,0.374,0.52,0.106,-0.9241
939,police misconduct,UK: A -year-old married muslim man who worked as a Metropolitan Police officer tried to pursue sexual relationships with two vulnerable schoolgirls (   years-old). He is kicked out of the force for gross misconduct and sentenced to  years in jail.,0.152,0.848,0.0,-0.6249
940,police misconduct,Exactly what I have been saying. If the DPOs are being punished for the misdeeds of his men this police misconduct will end ,0.125,0.875,0.0,-0.4588
941,police misconduct,IPCMC Now: End police brutality and misconduct in Malaysia - Sign the Petition!  via @Change,0.248,0.752,0.0,-0.6476
942,police misconduct,Qualified immunity is a judicial doctrine that allows law enforcement officers and state officials to escape accountability and civil liability when they violate peoples rights. Reimagining public safety must include an end to QI. ,0.13,0.753,0.117,-0.128
943,police misconduct,Information on Miami-Dade Florida Police Department Detective Alejandro Giraldo and his recent conviction of battery and official misconduct from the  arrest of Dyma Loving is now available.  BodyWornCamera FelonyCharges GuiltyCop ,0.07,0.816,0.114,0.3612
944,police misconduct,A jury took just over an hour to convict a Miami-Dade officer of felony battery and official misconduct in the rough arrest of a Black woman who had called police for help.Alejandro Giraldo was suspended after cellphone video on social media in March  him tackling Dyma Loving,0.17,0.756,0.074,-0.6249
945,police misconduct,“Child survivor of family violence says police 'essentially' called him a 'liar' during misconduct probe”. Listening to children is essential factor in keeping them safer. ,0.135,0.691,0.174,0.0516
946,police misconduct,NPF-CRU is available / to receive and resolve complaints of police misconduct from all parts of Nigeria .All cases MUST have DATE TIME and PLACE of occurrence.Call:  SMS/WhatsApp: Twitter: @PoliceNG_CRUThank you for contacting NPF-CRU,0.074,0.854,0.072,-0.0258
947,police misconduct,More than $. billion hasbeen spent to settle claimsof police misconductinvolving thousands ofofficers repeatedly accusedof wrongdoing. Taxpayers [taxcattle] are often in the dark. ,0.0,1.0,0.0,0.0
948,police misconduct,Grand Rapids police not releasing the name of the officer who killed Patrick Lyoya in April complicates tracking his past. Michigan Police disciplinary and misconduct records are also still limited to the public. My latest: ,0.155,0.773,0.072,-0.5267
949,police misconduct,Israeli forces raided the Al-Aqsa Mosque compound. It's so bad During this Holly Month ~Ramadhan. Israeli police entered in force and firing tear gas and stun grenades. Injustice Misconduct Brutalise forced Attack ,0.44,0.56,0.0,-0.9656
950,police misconduct,Twitter: The New Progressive Alliance article “Widespread Police Misconduct and an Expanding Prison Population” has over  references. ,0.171,0.829,0.0,-0.5106
951,police misconduct,Miami-Dade Police Officer Alejandro Giraldo Convicted Of Battery  Official Misconduct ,0.0,1.0,0.0,0.0
952,police misconduct,What the state can do to an innocent person. Some (incl TNZ funded by the govt) still like to talk about absence of corruption in NZ.One hopes (a) Hall is generously compensated  b) there is a serious indep inquiry into gross Police misconduct.,0.086,0.707,0.206,0.7269
953,police misconduct,Reminds me of the time a former sergeant in Nevada told me this   ,0.0,1.0,0.0,0.0
954,police misconduct,I'm raising money for Fight Police Misconduct. Click to Donate:    Let's end racism and remove corrupt Police officers  from our neighborhoods. Black lives matter too ... thank you.,0.195,0.7,0.105,-0.6249
955,police misconduct,I'm raising money for Fight Police Misconduct. Click to Donate:   GoFundMe,0.206,0.794,0.0,-0.3818
956,police misconduct,The loudest voices hollering about fiduciary duty today are the same that were the loudest about viral infections vaccines election tampering voting rights gender identity mental health gun laws police misconduct and international conflict.Are we seeing the problem yet?,0.121,0.879,0.0,-0.6249
957,police misconduct,A jury took just over an hour to convict a Miami-Dade officer of felony battery and official misconduct in the rough arrest of a Black woman who had called police for help. Read More on  MiamiDadeofficer  ,0.153,0.777,0.07,-0.4939
958,police misconduct,Enough is Enough it's time for police officers to carry their own liability insurance just like other professions(truck drivers dentist electricianslawyers..) I don't know about you but I'm tired of my tax dollars being squandered and disregarded!|,0.138,0.819,0.043,-0.5848
959,police misconduct,More than $. billion hasbeen spent to settle claims ofpolice misconduct involvingthousands of officers repeatedlyaccused of wrongdoingTaxpayers are often in the dark.|Recuse Chris Becker from the Patrick Lyoya case- Sign the Petition!  via @Change,0.0,1.0,0.0,0.0
960,police misconduct,All I'm going to say about the attack on al-Aqsa is that it's Israeli police who did it not the IDF.Anyone familiar with abusive police officers in the US Europe and elsewhere shouldn't be too surprised to see Israeli police officers engage in misconduct.,0.175,0.779,0.047,-0.7626
961,police misconduct,A jury took just over an hour to convict a Miami-Dade officer of felony battery and official misconduct in the rough arrest of a Black woman who had called police for help. ,0.171,0.751,0.078,-0.4939
